Name,Type,Address,City,State,Zip Code,Accepts Food Donations?,Website,Unique ID,Latitude,Longitude,Approximate distance,x,y
Crystal Lake Community Church - Food Pantry,Food Pantry,122 South Main Street,Crystal,MI,48818,,www.crystallake.cc/,,43.262438,-84.915281,0 km,-9452725.842,5352003.204
Dansville Clothing and Food Bank,Food Bank,1361 Mason Street,Dansville,MI,48819,,,,42.555624,-84.303617,0 km,-9384635.672,5244575.994
Neighbor for Neighbor - Food Pantry,Food Pantry,495 Broadway,Davisburg,MI,48350,,neighborforneighbor.net/get-help.html,,42.751362,-83.536378,0 km,-9299227.006,5274202.858
Christ Episcopal Church   - Food Pantry,Food Pantry,120 North Military Street,Dearborn,MI,48124,,www.christchurchdearborn.org/food-pantry,,42.312326,-83.252817,0 km,-9267661.207,5207879.789
Helping Hand,Food Pantry,24110 Cherry Hill Road,Dearborn,MI,48124,Yes,cherryhillchurch.org/our-ministries/helping-hands,,42.313060,-83.273764,0 km,-9269993.005,5207990.238
Salvation Army Dearborn Heights - Food Pantry,Food Pantry,26700 West Warren Avenue,Dearborn Heights,MI,48127,Yes,www.facebook.com/dearbornheightscitadel/,,42.341027,-83.292754,0 km,-9272106.917,5212201.346
Help's on the Way - Food Pantry,Food Pantry,5358 South Beech Daly Street,Dearborn Heights,MI,48125,Yes,www.facebook.com/HIOTW/,,42.271747,-83.289950,0 km,-9271794.856,5201773.147
Firstworks Freestore,Food Pantry,5650 South Telegraph Road,Dearborn Heights,MI,48125,Yes,1stworks.org/,,42.270260,-83.271298,0 km,-9269718.435,5201549.491
Decatur Human Services Food Pantry,Food Pantry,102 South Phelps Street,Decatur,MI,49045,Yes,decaturhumanservices.org/foodpantry.html,,42.108402,-85.974414,0 km,-9570627.954,5177231.455
Holt Community Food Bank,Food Bank,2021 North Aurelius Road,Delhi charter Township,MI,48842,Yes,www.holtfoodbank.org,,42.641114,-84.524615,0 km,-9409237.101,5257504.347
St. Ambrose Church - Food Pantry,Food Pantry,11137 Floria Road,Delton,MI,49046,,,,42.490563,-85.409414,0 km,-9507732.42,5234749.01
Faith United Methodist Church Food Pantry,Food Pantry,503 South Grove Street,Delton,MI,49046,,,,42.496056,-85.407769,0 km,-9507549.388,5235578.369
McCallum Church - Food Pantry,Food Pantry,5505 Otis Lake Road,Delton,MI,49046,,,,42.573711,-85.422041,0 km,-9509138.062,5247309.835
Salvation Army Grandale - Food Pantry,Food Pantry,11325 Montrose Street,Detroit,MI,48227,,www.facebook.com/detroitgrandalesalvationarmy/,,42.370440,-83.200316,0 km,-9261816.755,5216632.141
Bethany Lutheran Church - Food Pantry,Food Pantry,11475 Outer Drive East,Detroit,MI,48224,,bethanydetroit.org/,,42.405849,-82.948559,0 km,-9233791.383,5221968.837
Food Pantry DMM,Food Pantry,11529 Linwood Street,Detroit,MI,48206,,detroitmuslimmission.com/soup-kitchen,,42.381659,-83.114674,0 km,-9252283.221,5218322.72
Soup Kitchen DMM,Soup Kitchen,11529 Linwood Street,Detroit,MI,48206,,detroitmuslimmission.com/soup-kitchen,,42.381659,-83.114674,0 km,-9252283.221,5218322.72
Perry Outreach Center - Food Pantry,Food Pantry,12047 Miami Street,Detroit,MI,48217,,perryoutreach.org/,,42.271701,-83.151646,0 km,-9256398.858,5201766.167
The Open Door COGIC - Food Pantry,Food Pantry,12411 Seven Mile East,Detroit,MI,48205,,,,42.435050,-82.997821,0 km,-9239275.137,5226372.234
Grace Temple Church of God in Christ - Food Pantry,Food Pantry,12521 Dexter Avenue,Detroit,MI,48206,,www.facebook.com/Grace-Temple-Cogic-179323762151019/,,42.384790,-83.127957,0 km,-9253761.855,5218794.596
Tri-Unity Enterprise - Food Pantry,Food Pantry,12850 Plymouth Road,Detroit,MI,48227,,,,42.373509,-83.170218,0 km,-9258466.295,5217094.47
Neighborhood Food Ministry,Food Pantry,13110 14th Street,Detroit,MI,48238,,,,42.393424,-83.114423,0 km,-9252255.224,5220095.869
Greater Quinn A.M.E. Church - Food Pantry,Food Pantry,13501 Rosa Parks Boulevard,Detroit,MI,48238,Yes,,,42.396435,-83.113677,0 km,-9252172.202,5220549.775
Evangelical Covenant Church / City Covenant Church - Soup Kitchen,Soup Kitchen,13624 Stout Street,Detroit,MI,48223,,,,42.385530,-83.240647,0 km,-9266306.46,5218905.986
Detroit Northwest Church - SDA - Food Pantry,Food Pantry,14301 Burt Road,Detroit,MI,48223,,detroitnorthwestmi.adventistchurch.org/ministries/community-services,,42.391141,-83.247155,0 km,-9267030.949,5219751.727
New Visions Missionary Baptist Church - Food Pantry,Food Pantry,14548 Joy Road,Detroit,MI,48228,,www.facebook.com/NewVisionsMBC/,,42.358664,-83.186964,0 km,-9260330.44,5214857.938
Scott Memorial UMC - Food Pantry,Food Pantry,15361 Plymouth Road,Detroit,MI,48227,,www.scottumc.org/ministries/community-ministries.html,,42.372325,-83.195963,0 km,-9261332.226,5216916.048
St. Jude Food Pantry,Food Pantry,15865 Seven Mile East,Detroit,MI,48205,,stjudedetroit.org/st-jude-food-pantry/,,42.436051,-82.957465,0 km,-9234782.784,5226523.231
House of Prayer and Praise - Food Pantry,Food Pantry,16520 Wyoming Avenue,Detroit,MI,48221,,hoppministries.org/,,42.412394,-83.159789,0 km,-9257305.366,5222955.601
Brightmoor Connection Food Pantry,Food Pantry,16621 Lahser Road,Detroit,MI,48219,,brightmoorconnection.org/,,42.410545,-83.257898,0 km,-9268226.765,5222676.925
Greater Apostolic Temple Food Distribution,Food Pantry,17950 Charest Street,Detroit,MI,48212,,greaterapostolictemple.org/,,42.425522,-83.069820,0 km,-9247290.029,5224935.228
King David CDC - Food Pantry,Food Pantry,18001 Sunset Street,Detroit,MI,48234,,www.facebook.com/King-David-Missionary-Baptist-Church-148320068535326/,,42.426201,-83.060845,0 km,-9246290.981,5225037.687
Project Healthy Community,Food Pantry,18100 Meyers Road,Detroit,MI,48235,No,www.projecthealthycommunity.org/community.html,,42.422913,-83.169506,0 km,-9258387.057,5224541.718
12th St. Food Pantry,Food Pantry,1829 Pilgrim Street,Detroit,MI,48238,,www.twelfthstreetfoodpantry.org/,,42.407646,-83.117880,0 km,-9252640.077,5222239.757
Lifeline Food Pantry,Food Pantry,1847 Sycamore Street,Detroit,MI,48208,,www.facebook.com/GreaterD87/?rf=120355578014118,,42.339467,-83.076193,0 km,-9247999.546,5211966.375
Cass Community Care Services - Soup Kitchen,Soup Kitchen,18500 Woodrow Wilson Street,Detroit,MI,48206,Yes,www.facebook.com/CassDetroit/,,42.383106,-83.100434,0 km,-9250697.942,5218540.773
Conant Gardens Seventh Day Adventist Church - Food Pantry,Food Pantry,18801 Joseph Campau Avenue,Detroit,MI,48234,,,,42.431381,-83.073174,0 km,-9247663.462,5225818.822
Calvary Presbyterian Church - Food Pantry,Food Pantry,19125 Greenview Avenue,Detroit,MI,48219,,www.facebook.com/CalvaryPresbyterianDetroit/,,42.430428,-83.225881,0 km,-9264662.738,5225675.059
Puritan St. Church of Christ - Food Pantry,Food Pantry,19451 Conant Street,Detroit,MI,48234,,www.puritanstreet.com/,,42.437239,-83.077158,0 km,-9248106.903,5226702.362
St. Peter's Episcopol Church Detroit,Soup Kitchen,1950 Trumbull,Detroit,MI,48216,,www.stpetersdetroit.com/ministries,,42.331074,-83.066234,0 km,-9246890.893,5210702.479
Word in Action Christian Center - Food Pantry,Food Pantry,19760 Meyers Road,Detroit,MI,48235,,,,42.437243,-83.170448,0 km,-9258491.931,5226703.056
New Hope Tabernacle Church - Food Pantry,Food Pantry,20221 Lahser Road,Detroit,MI,48219,,,,42.440071,-83.259131,0 km,-9268364.078,5227129.645
Citadel of Praise - Food Pantry,Food Pantry,20280 Lyndon Street,Detroit,MI,48223,,citadelofpraise.org/event/1949956-2021-07-02-free-drive-up-groceries/,,42.394201,-83.239811,0 km,-9266213.341,5220213.033
Kadesh Missionary Baptist Church - Food Pantry,Food Pantry,20361 Plymouth Road,Detroit,MI,48228,,www.kadeshbaptistchurch.org/ministries/,,42.370401,-83.239727,0 km,-9266204.023,5216626.189
True Love Evangelistic Ministries - Food Pantry,Food Pantry,20501 Plymouth Road,Detroit,MI,48228,,,,42.371612,-83.241442,0 km,-9266394.925,5216808.644
My Father's Business,Food Pantry,21001 Moross Road,Detroit,MI,48236,,gracewired.com/portfolio/my-fathers-business/,,42.424343,-82.926043,0 km,-9231284.836,5224757.488
Pure Word Missionary Baptist Church - Food Pantry,Food Pantry,21174 West McNichols Road,Detroit,MI,48219,,www.facebook.com/purewordmbc/,,42.415269,-83.250141,0 km,-9267363.271,5223389.183
Bag Lunch Program,Soup Kitchen,23 East Adams Avenue,Detroit,MI,48226,No,noahprojectdetroit.org/programs/,,42.336971,-83.050543,0 km,-9245144.123,5211590.452
Iroquois Wise Coalition,Food Pantry,2411 Iroquois Avenue,Detroit,MI,48214,,www.iroquoischristlutheran.org/,,42.362261,-82.997905,0 km,-9239284.477,5215399.741
Crossroads of Michigan - Soup Kitchen,Soup Kitchen,2424 West Grand Boulevard,Detroit,MI,48208,,crossroadsofmichigan.org/soup-kitchen/,,42.361395,-83.095814,0 km,-9250183.69,5215269.334
Mercado Food Hub,Food Pantry,2826 Bagley Street,Detroit,MI,48216,,www.facebook.com/MexicantownMercado/,,42.324866,-83.081015,0 km,-9248536.307,5209767.642
Salvation Army Conner Creek Corps and Community Center - Food Pantry,Food Pantry,3000 Conner Street,Detroit,MI,48215,,www.facebook.com/ConnerCreekSalvationArmy/,,42.379725,-82.964564,0 km,-9235572.996,5218031.236
In the Trenches - Food Pantry,Food Pantry,304 South Morrell Street,Detroit,MI,48209,,,,42.304879,-83.091290,0 km,-9249680.114,5206758.782
Gleaners Community Food Bank of Southeastern Michigan,Food Bank,2131 Beaufait Street,Detroit,MI,48207,,www.gcfb.org,,42.354353,-83.014401,0 km,-9241120.826,5214208.505
New Mount Hermon Missionary Baptist Church - Food Pantry,Food Pantry,3225 South Deacon Street,Detroit,MI,48217,,www.facebook.com/NMHDetroit/,,42.262012,-83.157907,0 km,-9257095.84,5200308.658
New Mount Hermon Missionary Baptist Church - Soup Kitchen,Soup Kitchen,3225 South Deacon Street,Detroit,MI,48217,,www.facebook.com/NMHDetroit/,,42.262012,-83.157907,0 km,-9257095.84,5200308.658
Dexter Avenue Baptist Church - Food Pantry,Food Pantry,3350 West Davison Street,Detroit,MI,48238,,www.facebook.com/DexterAvenueOfDetroit/,,42.390322,-83.130261,0 km,-9254018.369,5219628.224
Salvation Army Temple - Food Pantry,Food Pantry,3729 West Chicago,Detroit,MI,48206,,centralusa.salvationarmy.org/temple/cure-hunger/,,42.372739,-83.120918,0 km,-9252978.266,5216978.46
Capuchin Soup Kitchen (Conner),Soup Kitchen,4390 Conner Street,Detroit,MI,48215,,www.cskdetroit.org/programs/meal_program,,42.386658,-82.969730,0 km,-9236148.073,5219076.111
Family of God - Soup Kitchen,Soup Kitchen,4950 Oakman Boulevard,Detroit,MI,48204,,www.fogdetroit.com/ministries,,42.364584,-83.155310,0 km,-9256806.799,5215749.721
Nativity of our Lord Pantry,Food Pantry,5900 McClellan Avenue,Detroit,MI,48213,,www.nativitydetroit.org/our-work.html,,42.388477,-83.005041,0 km,-9240078.886,5219350.204
Open Door,Soup Kitchen,631 West Fort Street,Detroit,MI,48226,,www.facebook.com/Fort-Street-Open-Door-117558571597185/,,42.327545,-83.053799,0 km,-9245506.58,5210171.047
Capuchin Services Center,Food Pantry,6333 Medbury Street,Detroit,MI,48211,Yes,www.cskdetroit.org/programs/services_center/,,42.378748,-83.030515,0 km,-9242914.684,5217884.035
PHG Urban Life Center - Food Pantry,Food Pantry,6495 West Warren Avenue,Detroit,MI,48210,,www.phgbc.org/urban-life-center,,42.344230,-83.133697,0 km,-9254400.796,5212683.776
All Saints Soup Kitchen and Food Pantry,Soup Kitchen,6945 Wagner,Detroit,MI,48210,No,ccsem.org/allsaints/,,42.301090,-83.118027,0 km,-9252656.408,5206188.485
Shrine of the Black Madonna - Food Pantry,Food Pantry,7625 Linwood Street,Detroit,MI,48206,,,,42.363039,-83.102143,0 km,-9250888.265,5215517.027
Good Samaritan Ministry,Food Pantry,8000 Woodward Avenue,Detroit,MI,48202,,metroumc.org/missions-worship/good-samaritan-ministry/,,42.374632,-83.075523,0 km,-9247924.862,5217263.718
Community Link Youth Outreach - Food Pantry,Food Pantry,8020 Thaddeus Street,Detroit,MI,48209,,,,42.294017,-83.115093,0 km,-9252329.863,5205124.082
New Liberty Apostolic Faith Church - Food Pantry,Food Pantry,8425 Fenkell Avenue,Detroit,MI,48238,,www.newlibertyafc.org/outreach.html,,42.402378,-83.153426,0 km,-9256597.007,5221445.607
Mercy Pantry,Food Pantry,8642 Woodward Avenue,Detroit,MI,48202,,ccsem.org/cwm/,,42.379598,-83.079212,0 km,-9248335.609,5218012.097
St. Leo's Soup Kitchen,Soup Kitchen,8642 Woodward Avenue,Detroit,MI,48202,Yes,www.stleosoupkitchendetroit.org/,,42.348611,-83.087289,0 km,-9249234.703,5213343.573
Redeemer Food Pantry,Food Pantry,13980 Schavey Road,DeWitt,MI,48820,Yes,www.myredeemer.church/food-pantry/,,42.814264,-84.590746,0 km,-9416598.748,5283743.484
Catholic Community of St. Jude - Food Pantry,Food Pantry,801 North Bridge Street,DeWitt,MI,48820,,,,42.848221,-84.569795,0 km,-9414266.538,5288898.042
Annetta's Food Pantry,Food Pantry,1808 143rd Avenue,Dorr,MI,49323,Yes,projecthope-dorr.org/food-store/,,42.731637,-85.722671,0 km,-9542604.096,5271212.999
Epiphany Lutheran Church Pantry,Food Pantry,4219 Park Lane,Dorr,MI,49323,,www.epiphanydorr.org/food-pantry.html,,42.727437,-85.725517,0 km,-9542920.889,5270576.557
Christian Neighbors - Food Pantry,Food Pantry,100 Saint Peters Drive,Douglas,MI,49406,Yes,stpeter-douglas.org/service-outreach-ministries,,42.645290,-86.206637,0 km,-9596478.978,5258136.319
Mt. Zion Missionary Baptist Church Food Pantry,Food Pantry,100 Miller Street,Dowagiac,MI,49047,,,,41.976489,-86.119714,0 km,-9586802.676,5157458.186
Feed My Sheep Food Pantry,Food Pantry,121 Oak Street,Dowagiac,MI,49047,,,,41.986322,-86.105842,0 km,-9585258.463,5158930.706
A.C.T.I.O.N. Ministry Center Food Pantry,Food Pantry,301 Main Street,Dowagiac,MI,49047,,www.actiondowagiac.org/,,41.982169,-86.112175,0 km,-9585963.472,5158308.761
Apostolic Lighthouse Church / UPCI Food Pantry,Food Pantry,30402 Michigan 62,Dowagiac,MI,49047,,,,41.983269,-86.150633,0 km,-9590244.597,5158473.476
St. Paul's Episcopal Church Food Pantry,Food Pantry,306 Courtland Street,Dowagiac,MI,49047,,www.stpaulsdowagiac.com/outreach,,41.984896,-86.112235,0 km,-9585970.107,5158717.222
Church of Christ of Dowagiac Food Pantry,Food Pantry,58273 M-51 South,Dowagiac,MI,49047,,,,41.952208,-86.153748,0 km,-9590591.313,5153823.046
Country Chapel United Methodist Church - Food Pantry,Food Pantry,9275 Michigan 37,Dowling,MI,49050,,,,42.519468,-85.253444,0 km,-9490369.974,5239113.617
St. Mary Outreach Food Pantry,Food Pantry,700 Columbia Drive,Durand,MI,48429,,stmarystjoseph.org/outreach,,42.915110,-83.976617,0 km,-9348234.254,5299059.576
Bethany Bible Baptist Church - Food Pantry,Food Pantry,811 South Oak Street,Durand,MI,48429,,,,42.903907,-83.987033,0 km,-9349393.769,5297356.886
Believers Christian Church - Food Pantry,Food Pantry,15200 South Wright Road,Eagle,MI,48822,Yes,www.believerschristianchurch.com/custom-page,,42.798031,-84.739368,0 km,-9433143.307,5281280.473
Care & Share - Food Pantry,Food Pantry,6710 Michigan 32,East Jordan,MI,49727,Yes,,,45.138694,-85.120188,0 km,-9475535.996,5643382.446
The Peoples Church - Soup Kitchen,Soup Kitchen,200 West Grand River Road,East Lansing,MI,48823,,www.facebook.com/PeoplesChurchEL/,,42.736079,-84.485425,0 km,-9404874.491,5271886.254
St. John Food Cupboard,Food Pantry,327 M. A. C. Avenue,East Lansing,MI,48823,,elcatholics.org/food-cupboard,,42.736475,-84.480998,0 km,-9404381.724,5271946.227
Saint Paul Lutheran Church - Food Pantry,Food Pantry,3383 E. Lake Lansing Road,East Lansing,MI,48823,Yes,stpaul-el.org,,42.758199,-84.477842,0 km,-9404030.366,5275239.362
MSU Student Pantry & Produce Distribution,Food Pantry,463 East Circle Drive,East Lansing,MI,48824,Yes,foodbank.msu.edu,,42.733347,-84.479109,0 km,-9404171.408,5271472.184
Society of St. Vincent DePaul - St. Peter - Food Pantry,Food Pantry,515 East Knight Street,Eaton Rapids,MI,48827,,stpeterchurch.net/st_vincent_de_paul_society,,42.513354,-84.646523,0 km,-9422807.815,5238190.344
Hearts and Hands,Food Pantry,9220 Kinneville Road,Eaton Rapids,MI,48827,,business.facebook.com/pg/HeartAndHandsFoodPantry/about/?ref=page_internal,,42.493065,-84.656617,0 km,-9423931.541,5235126.791
Elk Rapids Senior Center - Soup Kitchen,Soup Kitchen,143 Charles,Elk Rapids,MI,49629,,,,44.896945,-85.397991,0 km,-9506460.851,5605312.166
Good Samaritan Food Pantry,Food Pantry,320 1st Ave N,Ellsworth,MI,49729,,,,45.165562,-85.246177,0 km,-9489560.993,5647623.602
Good Samaritan Center - Food Pantry,Food Pantry,9746 Main Street,Ellsworth,MI,49729,,,,45.172456,-85.247281,0 km,-9489683.912,5648712.136
Elsie Food Bank,Food Bank,225 South Ovid Street,Elsie,MI,48831,,www.facebook.com/Elsie-United-Methodist-Church-630826380297813/,,43.086642,-84.386961,0 km,-9393913.517,5325168.924
CARES of Farmington Hills - Food Pantry,Food Pantry,27835 Shiawassee Street,Farmington Hills,MI,48336,,caresfh.org/services/,,42.449683,-83.322739,0 km,-9275444.866,5228579.551
Ladders of Hope - Food Pantry,Food Pantry,717 East Main Street,Fennville,MI,49408,Yes,laddersofhopemi.org/home/,,42.595032,-86.095244,0 km,-9584078.677,5250533.343
Zion Lutheran Food Pantry,Food Pantry,143 Albany Street,Ferndale,MI,48220,Yes,www.zionlutheranmi.org/foodpantry,,42.457959,-83.133864,0 km,-9254419.442,5229828.261
Renaissance Vineyard Church - Food Pantry,Food Pantry,1841 Pinecrest Drive Renaissance Vineyard Church,Ferndale,MI,48220,Yes,www.renvc.com/serving-2/,,42.460966,-83.148378,0 km,-9256035.099,5230281.97
Second New Hope Missionary Baptist Church - Food Pantry,Food Pantry,21250 Bethlawn Boulevard,Ferndale,MI,48220,,www.2ndnewhopembc.org,,42.450673,-83.153803,0 km,-9256638.963,5228728.91
Food Bank of Eastern Michigan,Food Bank,2300 Lapeer Road,Flint,MI,48503,,www.fbem.org/,,43.008336,-83.666234,0 km,-9313682.565,5313240.773
North End Soup Kitchen (NESK),Soup Kitchen,735 East Stewart Avenue,Flint,MI,48505,,catholiccharitiesflint.org/meal-programs,,43.054361,-83.691888,0 km,-9316538.356,5320249.764
Center for Hope Soup Kitchen,Soup Kitchen,812 Root Street,Flint,MI,48503,,catholiccharitiesflint.org/meal-programs,,43.023624,-83.695317,0 km,-9316920.015,5315568.337
Family Impact Center - Food Pantry,Food Pantry,735 North Grand Street,Fowlerville,MI,48836,,familyimpactcenters.com/services/,,42.669284,-84.074012,0 km,-9359076.227,5261768.227
Community Spirit Food Source,Food Pantry,1201 Elm Street,Frankfort,MI,49635,,,,44.639438,-86.224897,0 km,-9598511.661,5564935.851
Freeport United Methodist Church - Food Pantry,Food Pantry,192 Cherry Street,Freeport,MI,49325,,,,42.764805,-85.314134,0 km,-9497125.988,5276240.937
Wakeshma Community Church - Food Pantry,Food Pantry,16732 East Uv Avenue,Fulton,MI,49052,,,,42.133393,-85.322936,0 km,-9498105.755,5180981.999
St. Joseph Food Pantry,Food Pantry,12145 Ray Road,Gaines,MI,48436,,stmarystjoseph.org/outreach,,42.868470,-83.909200,0 km,-9340729.428,5291972.99
Our H.O.M.E.,Food Pantry,31735 Maplewood Street,Garden City,MI,48135,,www.gardencitymi.org/248/Our-HOME-Pantry,,42.331856,-83.354311,0 km,-9278959.4,5210820.204
St. Luke University Parish  - Food Pantry,Food Pantry,10144 42nd Avenue,Georgetown Township,MI,49428,,stlukegvsu.org/getting-involved/food-pantry/,,42.953261,-85.888566,0 km,-9561071.454,5304860.398
Holy Redeemer Catholic Church Food Pantry,Food Pantry,2700 Baldwin Street,Georgetown Township,MI,49428,Yes,,,42.905940,-85.849183,0 km,-9556687.381,5297665.836
Sacred Heart Mission - Food Pantry,Food Pantry,220 James Robertson Drive,Gladwin,MI,48624,Yes,www.sacredheartmissiongladwin.com/,,43.979474,-84.470873,0 km,-9403254.592,5462266.271
Empire Area Food Pantry,Food Pantry,4902 West Macfarlane Road,Glen Arbor,MI,49636,,,,44.844541,-85.952888,0 km,-9568231.702,5597080.698
Gobles Pantry,Food Pantry,210 East Exchange Street,Gobles,MI,49055,Yes,www.facebook.com/gobles.pantry,,42.359184,-85.876728,0 km,-9559753.576,5214936.23
Settlement Lutheran Church - Food Pantry,Food Pantry,1031 Johnson Road,Gowen,MI,49326,,,,43.278795,-85.301786,0 km,-9495751.415,5354504.071
St. Anthony's Catholic Chapel - Food Pantry,Food Pantry,13421 Green Street,Grand Haven,MI,49417,,,,43.030576,-86.120778,0 km,-9586921.143,5316626.908
Grand Haven Church of God - Food Pantry,Food Pantry,14908 Mercury Drive,Grand Haven,MI,49417,,,,43.027064,-86.158206,0 km,-9591087.586,5316092.095
Grand Haven Salvation Army - Food Pantry,Food Pantry,310 North Despelder Street,Grand Haven,MI,49417,,centralusa.salvationarmy.org/GrandHaven/cure-hunger/,,43.064345,-86.217636,0 km,-9597703.381,5321771.007
Grand Ledge Seventh Day Adventist Community Service Center - Food Pantry,Food Pantry,4934 Burt Avenue,Grand Ledge,MI,48837,,,,42.762823,-84.741146,0 km,-9433341.255,5275940.516
Community Baptist Church - Food Pantry,Food Pantry,7832 West Mount Hope Highway,Grand Ledge,MI,48837,,,,42.713103,-84.666751,0 km,-9425059.608,5268404.683
Addie's Pantry,Food Pantry,10 College Avenue Northeast,Grand Rapids,MI,49503,,www.centralreformedchurch.org/service/,,42.963620,-85.656097,0 km,-9535193.135,5306436.078
Faye's Diner,Soup Kitchen,10 College Avenue Northeast,Grand Rapids,MI,49503,,www.centralreformedchurch.org/service/,,42.963620,-85.656097,0 km,-9535193.135,5306436.078
Grace Christian Reformed Church - Food Pantry,Food Pantry,100 Buckley Street Southeast,Grand Rapids,MI,49503,,gracegr.org/community-food-resources/,,42.952845,-85.665439,0 km,-9536233.082,5304797.158
Sherman Street Church - Food Pantry,Food Pantry,1000 Sherman Street Southeast,Grand Rapids,MI,49506,,www.shermanstreetchurch.org/covid-19-assistance.html,,42.951681,-85.644582,0 km,-9533911.246,5304620.077
Feeding God's Children,Food Pantry,1005 Giddings Avenue Southeast,Grand Rapids,MI,49506,,eastchurchgr.org/get-involved/service/feeding-gods-children-food-pantry/,,42.943954,-85.635088,0 km,-9532854.379,5303444.9
Sheldon Food Pantry,Food Pantry,1010 Sheldon Avenue Southeast,Grand Rapids,MI,49507,,,,42.945445,-85.665240,0 km,-9536210.929,5303671.672
Operation Resources Inc. - Food Pantry,Food Pantry,1014 Martin Luther King Junior Street Southeast,Grand Rapids,MI,49507,,www.operationresources.org/feeding-america/,,42.948002,-85.643608,0 km,-9533802.777,5304060.506
East Leonard CRC Food Pantry,Food Pantry,1027 Leonard Street Northeast,Grand Rapids,MI,49503,,,,42.984871,-85.643768,0 km,-9533820.643,5309669.373
Bibleway Outreach Ministries - Food Pantry,Food Pantry,1045 Cass Avenue Southeast,Grand Rapids,MI,49507,,,,42.944584,-85.663053,0 km,-9535967.473,5303540.813
New Life Center - Soup Kitchen,Soup Kitchen,1100 Division Avenue South,Grand Rapids,MI,49548,Yes,fargonlc.org,,42.943305,-85.666756,0 km,-9536379.678,5303346.222
Community Food Club,Food Pantry,1100 Division Avenue South,Grand Rapids,MI,49548,,communityfoodclubgr.org/,,42.943305,-85.666756,0 km,-9536379.678,5303346.222
NW Food Pantry Coalition,Food Pantry,1224 Davis Avenue Northwest,Grand Rapids,MI,49504,Yes,nwfoodpantry.org/hours-location-and-contact/,,42.985808,-85.685338,0 km,-9538448.195,5309811.99
New Hope Baptist Church - Food Pantry,Food Pantry,130 Delaware Street Southwest,Grand Rapids,MI,49507,,newhopegr.org/announcements/,,42.945675,-85.671339,0 km,-9536889.867,5303706.711
Islamic Center & Mosque of Grand Rapids - Food Pantry,Food Pantry,1301 Burton Street Southeast,Grand Rapids,MI,49507,,,,42.927440,-85.636174,0 km,-9532975.272,5300934.004
Breakfast Café,Soup Kitchen,134 Division Avenue North,Grand Rapids,MI,49503,,www.stmarksgr.org/breakfast-café,,42.966354,-85.667447,0 km,-9536456.6,5306851.969
Boston Square Christian Reformed Church - Food Pantry,Food Pantry,1440 Fuller Avenue Southeast,Grand Rapids,MI,49507,,,,42.936987,-85.637952,0 km,-9533173.198,5302385.478
Community CRC - Food Pantry,Food Pantry,150 Burt Avenue Southeast,Grand Rapids,MI,49548,,,,42.890439,-85.661268,0 km,-9535768.69,5295310.432
SECOM Food Pantry,Food Pantry,1545 Buchanan Avenue Southwest,Grand Rapids,MI,49507,,www.secomministries.org/,,42.935366,-85.672663,0 km,-9537037.254,5302139.062
Berean Baptist Church - Food Pantry,Food Pantry,1574 Coit Avenue Northeast,Grand Rapids,MI,49505,,,,42.991373,-85.664277,0 km,-9536103.717,5310658.822
El Alferaro - Food Pantry,Food Pantry,1737 Division Street,Grand Rapids,MI,49507,,,,42.931920,-85.667253,0 km,-9536434.937,5301615.172
Family Outreach Center - Food Pantry,Food Pantry,1939 Division Avenue South,Grand Rapids,MI,49507,,,,42.929067,-85.666916,0 km,-9536397.422,5301181.376
Trinity Worship Center Church of God - Food Pantry,Food Pantry,1961 Leonard Street Northeast,Grand Rapids,MI,49505,,,,42.984917,-85.620600,0 km,-9531241.616,5309676.403
NECM Client-Choice Food Pantry,Food Pantry,214 Spencer Street Northeast,Grand Rapids,MI,49505,,necmgr.org/programs-and-services/client-food-choice-pantry/,,42.988089,-85.664638,0 km,-9536143.926,5310158.986
St. Alphonsus Food & Clothing Center,Food Pantry,228 Carrier Street Northeast,Grand Rapids,MI,49505,,www.stalphonsusgr.org/food-clothing-store,,42.985107,-85.662993,0 km,-9535960.772,5309705.286
Bread of the World Church - Food Pantry,Food Pantry,2755 Birchcrest Drive Southeast,Grand Rapids,MI,49506,,,,42.913785,-85.614153,0 km,-9530523.939,5298858.162
Streams of Hope Food Center,Food Pantry,280 60th Street Southeast,Grand Rapids,MI,49548,,streamsofhope.org/programs/#food-center,,42.853921,-85.657134,0 km,-9535308.54,5289763.454
Heritage Netherlands Reformed Church - Food Pantry,Food Pantry,2971 Leonard Street Northeast,Grand Rapids,MI,49525,Yes,,,42.984347,-85.596423,0 km,-9528550.256,5309589.619
Together in Faith Ministries - Food Pantry,Food Pantry,300 Hall Street Southeast,Grand Rapids,MI,49507,,,,42.941150,-85.661027,0 km,-9535741.884,5303018.502
Idema Food Pantry & Clothing Closet,Food Pantry,3233 Burton Street Southeast,Grand Rapids,MI,49546,Yes,www.calvinseminary.edu/the-table/news/idema-food-pantry-and-clothing-closet,,42.927983,-85.586493,0 km,-9527444.831,5301016.542
Kentwood Senior Pantry,Food Pantry,355 48th Street Southeast,Grand Rapids,MI,49548,,mealsonwheelswesternmichigan.org/meals-on-wheels/food-pantries/,,42.878108,-85.656605,0 km,-9535249.674,5293437.022
The St. Mary Food Pantry,Food Pantry,423 First Street Northwest,Grand Rapids,MI,49504,Yes,stmarygr.org/stewardship/food-pantry/,,42.971884,-85.679323,0 km,-9537778.608,5307693.269
